,year,ticker,yearly adjsuted close,yearly percent change,year open,year adjusted close
430,2019,BWA,8.345500000000001,0.24509544787077833,34.05,42.3955
431,2020,BWA,-5.505400000000002,-0.1251227272727273,44.0,38.4946
432,2015,BXP,-20.260800000000003,-0.15664759548476884,129.34,109.0792
433,2016,BXP,-15.4302,-0.12316570881226054,125.28,109.8498
434,2017,BXP,-11.375,-0.08907595927956147,127.7,116.325
435,2018,BXP,-26.725999999999985,-0.20496970626581784,130.39,103.664
436,2019,BXP,18.998599999999996,0.1700859444941808,111.7,130.6986
437,2020,BXP,-44.66080000000001,-0.3229269703543023,138.3,93.6392
438,2015,BSX,5.150000000000002,0.3875094055680965,13.29,18.44
439,2016,BSX,3.469999999999999,0.19107929515418495,18.16,21.63
440,2017,BSX,3.0700000000000003,0.14134438305709027,21.72,24.79
441,2018,BSX,10.400000000000002,0.41700080192461914,24.94,35.34
442,2019,BSX,10.57,0.30505050505050507,34.65,45.22
443,2020,BSX,-9.549999999999997,-0.20989010989010984,45.5,35.95
444,2015,BMY,-0.340600000000002,-0.005731112232879051,59.43,59.0894
445,2016,BMY,-16.3354,-0.24218532246108226,67.45,51.1146
446,2017,BMY,-3.7209000000000003,-0.06330214358625383,58.78,55.0591
447,2018,BMY,-13.448699999999995,-0.21903420195439732,61.4,47.9513
448,2019,BMY,9.971999999999994,0.19423451499805208,51.34,61.312
449,2020,BMY,-2.2978000000000023,-0.035987470634299176,63.85,61.5522
450,2015,AVGO,23.154999999999987,0.2294164272267907,100.93,124.085
451,2016,AVGO,11.348000000000013,0.07987611740691218,142.07,153.418
452,2017,AVGO,49.06870000000001,0.27521846429973645,178.29,227.3587
453,2018,AVGO,-27.504299999999972,-0.10587943180505822,259.77,232.2657
454,2019,AVGO,51.02240000000003,0.20503275065300394,248.85,299.8724
455,2020,AVGO,115.2328,0.3608693473631467,319.32,434.5528
456,2015,BR,2.7402999999999977,0.05924972972972968,46.25,48.9903
457,2016,BR,8.756400000000006,0.16549612549612563,52.91,61.6664
458,2017,BR,19.249200000000002,0.28937462417318105,66.52,85.7692
459,2018,BR,1.8033000000000072,0.019877645502645584,90.72,92.5233
460,2019,BR,26.057299999999998,0.2749820599409033,94.76,120.8173
461,2020,BR,27.900900000000007,0.22376213008260493,124.69,152.5909
462,2015,CHRW,-20.012699999999995,-0.2673707414829659,74.85,54.8373
463,2016,CHRW,5.258399999999995,0.08607628089703706,61.09,66.3484
464,2017,CHRW,9.120400000000004,0.12408707482993202,73.5,82.6204
465,2018,CHRW,-10.10159999999999,-0.11256518832181849,89.74,79.6384
466,2019,CHRW,-6.783500000000004,-0.08205515906616673,82.67,75.8865
467,2020,CHRW,14.852400000000003,0.18920254777070067,78.5,93.3524
468,2015,COG,-12.899099999999997,-0.43770274855785535,29.47,16.5709
469,2016,COG,4.291699999999999,0.24288058856819458,17.67,21.9617
470,2017,COG,4.090299999999999,0.17799390774586593,22.98,27.0703
471,2018,COG,-6.9435,-0.2452666902154716,28.31,21.3665
472,2019,COG,-5.173000000000002,-0.23407239819004533,22.1,16.927
473,2020,COG,-1.3283999999999985,-0.07582191780821909,17.52,16.1916
474,2015,CDNS,1.6600000000000001,0.08668407310704962,19.15,20.81
